gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,1,0,0.2112676056338028,1,0,0,1,0,0,0,0,1,0.5577114427860697,0.13379298407569815,0,1,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.019224555735056544,0,0,1,1,0,0,0,0,1,0,0.0
1,0,0,0,0.16901408450704225,1,0,0,1,0,0,0,0,1,0.5611940298507463,0.10932956381260098,0,1,0,0,1,0,0,0,0,1,0.0
0,0,0,0,0.11267605633802817,1,1,0,0,0,0,1,0,1,0.6676616915422885,0.08536810523886454,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.33802816901408456,1,0,1,1,1,1,1,0,0,0.5577114427860697,0.21290099238402954,1,0,0,0,1,0,0,0,0,1,1.0
0,1,0,0,0.08450704225352114,0,0,0,1,0,1,0,1,1,0.2601990049751243,0.028502192476344335,1,0,0,1,0,0,0,0,1,0,0.0
0,0,1,1,0.5211267605633804,1,1,1,0,1,1,1,1,1,0.6681592039800995,0.3782829448419109,1,0,0,0,0,1,1,0,0,0,0.0
1,0,1,0,0.5915492957746479,1,1,1,1,0,0,0,1,1,0.7547263681592039,0.47178629125317334,0,1,0,1,0,0,0,0,1,0,0.0
1,0,0,1,0.04225352112676056,1,0,0,0,1,1,1,1,1,0.7945273631840796,0.04356104315716594,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.33802816901408456,1,1,0,1,1,1,1,1,0,0.9019900497512437,0.321976690514655,0,1,0,0,0,1,0,0,1,0,0.0
0,0,0,1,0.36619718309859156,1,0,1,1,0,0,0,0,0,0.3776119402985074,0.1787156704361874,1,0,0,0,1,0,0,0,0,1,0.0
0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.07810945273631842,0.21147588276021234,0,0,1,0,0,1,0,0,0,1,0.0
0,0,0,1,0.9859154929577465,1,1,1,1,0,0,0,0,1,0.6686567164179105,0.6935321947842141,0,1,0,0,1,0,0,1,0,0,0.0
1,0,0,0,0.323943661971831,1,1,0,0,1,0,1,0,1,0.7034825870646766,0.2370124624971152,0,1,0,1,0,0,0,1,0,0,0.0
1,0,0,0,0.6901408450704226,1,1,1,1,0,1,1,1,1,0.9094527363184081,0.6383971843987999,0,1,0,0,0,1,0,0,1,0,1.0
0,0,0,0,0.7887323943661972,1,0,1,0,1,0,1,1,1,0.5582089552238805,0.49602469420724676,1,0,0,0,0,1,1,0,0,0,0.0
1,0,0,0,0.19718309859154928,1,0,0,1,0,0,0,0,0,0.3044776119402985,0.08285252711747057,1,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0.04225352112676056,1,1,1,0,0,0,0,0,1,0.6154228855721392,0.036620124624971155,0,1,0,1,0,0,0,0,1,0,0.0
1,0,0,0,0.3802816901408451,1,0,1,1,0,0,0,0,0,0.3761194029850746,0.17353450265405032,1,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0.11267605633802817,1,1,0,0,0,0,0,0,1,0.5601990049751243,0.0697092084006462,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,0,0.7605633802816901,1,1,1,0,0,0,1,0,1,0.7119402985074627,0.5701361643203324,0,1,0,1,0,0,1,0,0,0,0.0
0,0,0,0,0.02816901408450704,1,1,0,0,1,0,1,1,1,0.8228855721393035,0.03590468497576737,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.1267605633802817,1,0,0,0,1,0,1,1,1,0.7626865671641792,0.11886106623586429,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,1,0.7605633802816901,1,0,0,0,0,0,0,0,0,0.008457711442786064,0.11339718439879992,0,0,1,0,1,0,1,0,0,0,0.0
1,0,1,1,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.04890376182783292,0,0,1,1,0,0,0,0,0,1,0.0
1,0,1,1,0.8591549295774649,1,1,0,1,0,1,1,1,1,0.8736318407960199,0.771370874682668,0,1,0,0,1,0,0,1,0,0,0.0
0,1,1,0,0.4366197183098592,1,1,0,0,1,1,1,1,1,0.8621890547263681,0.38457765981998615,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.5915492957746479,1,0,0,0,0,0,0,0,1,0.013930348258706454,0.08775098084468036,0,0,1,0,0,1,1,0,0,0,0.0
0,0,1,0,0.11267605633802817,0,0,0,0,0,0,0,0,0,0.05820895522388059,0.02780983152550196,1,0,0,0,1,0,1,0,0,0,1.0
1,0,1,0,0.8309859154929577,1,0,1,1,0,1,0,0,0,0.41393034825870645,0.3997980613893376,1,0,0,0,0,1,1,0,0,0,0.0
0,0,1,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.6751243781094527,0.5621624740364644,1,0,0,0,0,1,0,0,1,0,0.0
0,0,0,1,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.013610662358642972,0,0,1,0,1,0,0,0,0,1,0.0
0,0,1,1,0.014084507042253521,1,0,1,0,0,0,1,1,0,0.7845771144278606,0.019080313870297717,0,1,0,1,0,0,0,0,1,0,0.0
0,1,0,0,0.5070422535211268,0,0,0,1,1,0,0,0,0,0.18308457711442783,0.14957304408031388,1,0,0,1,0,0,0,0,1,0,0.0
1,1,1,1,0.9014084507042254,1,1,0,0,1,1,1,1,1,0.8522388059701492,0.7787099007615971,0,1,0,0,1,0,1,0,0,0,0.0
1,0,1,1,0.5352112676056339,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.08529309946918995,0,0,1,0,0,1,0,0,0,1,0.0
0,0,1,0,0.9154929577464789,1,1,0,1,0,1,1,1,1,0.8537313432835821,0.7928917609046849,0,1,0,0,1,0,0,0,1,0,1.0
0,0,0,0,0.943661971830986,1,1,0,0,0,0,0,0,0,0.06268656716417911,0.18908377567505194,0,0,1,0,0,1,0,0,0,1,0.0
1,0,1,1,0.8591549295774649,0,0,1,1,0,1,1,0,0,0.3029850746268657,0.34499769213016385,1,0,0,0,0,1,1,0,0,0,0.0
0,0,0,0,0.02816901408450704,1,0,0,0,1,1,1,0,1,0.6975124378109452,0.028069466882067854,0,1,0,1,0,0,0,0,0,1,1.0
1,0,1,0,1.0,1,1,1,1,1,0,1,1,1,0.908457711442786,0.9400300023078699,0,1,0,0,0,1,0,0,1,0,0.0
1,0,1,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.09886337410570044,0,0,1,0,0,1,0,1,0,0,0.0
0,0,1,1,0.3943661971830986,1,0,1,0,0,0,1,1,0,0.7601990049751244,0.30352527117470574,0,1,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.04225352112676056,1,0,1,1,0,0,0,0,0,0.36766169154228856,0.023292176321255482,1,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0.7323943661971831,1,1,0,0,0,0,0,0,0,0.057711442786069655,0.14806138933764137,0,0,1,0,1,0,1,0,0,0,0.0
0,1,1,0,0.0,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.006415878144472653,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,1,0.5633802816901409,1,1,1,1,1,1,0,1,0,0.6134328358208956,0.3816524348026771,1,0,0,1,0,0,0,1,0,0,1.0
0,0,1,0,0.5352112676056339,1,0,0,0,0,0,0,0,1,0.021890547263681587,0.08899146088160628,0,0,1,0,0,1,1,0,0,0,0.0
0,0,1,0,0.8732394366197184,1,0,0,0,0,0,0,0,0,0.009950248756218888,0.14064735748903764,0,0,1,0,0,1,0,0,0,1,0.0
0,0,0,0,0.19718309859154928,1,1,0,0,0,0,0,0,1,0.08059701492537313,0.041518578352180945,0,0,1,1,0,0,0,0,1,0,0.0
1,0,1,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.254228855721393,0.06621855527348258,1,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0.0,1,0,0,1,0,0,0,0,1,0.31741293532338305,0.0036175859681513963,1,0,0,1,0,0,0,0,0,1,0.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.00019039926148165225,0,0,1,0,0,1,0,0,0,1,0.0
0,1,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.06254904223401801,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.8309859154929577,1,0,1,1,1,0,0,0,0,0.4293532338308458,0.4176609739210708,1,0,0,0,0,1,0,0,1,0,0.0
1,1,1,0,0.15492957746478872,1,1,0,1,1,0,1,0,1,0.7945273631840796,0.12017078236787447,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.5492957746478874,1,1,0,1,0,1,1,0,0,0.5223880597014925,0.33498153704131084,1,0,0,0,1,0,0,1,0,0,0.0
1,0,0,0,0.9154929577464789,1,0,1,1,1,0,0,0,1,0.426865671641791,0.4614181860143088,1,0,0,0,0,1,1,0,0,0,0.0
0,0,1,1,0.5774647887323944,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.0964804984998846,0,0,1,0,1,0,0,0,0,1,0.0
1,1,0,0,0.9154929577464789,1,1,1,1,0,1,0,0,1,0.4537313432835821,0.47952342487883687,1,0,0,0,1,0,0,1,0,0,0.0
0,0,0,0,0.676056338028169,1,1,0,1,0,0,1,1,0,0.800497512437811,0.5656300484652665,0,1,0,1,0,0,0,0,1,0,0.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.02238805970149252,0.00019616893607200554,0,0,1,1,0,0,0,0,0,1,1.0
1,0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.09133394876528964,0,0,1,0,0,1,0,0,0,1,0.0
1,0,1,1,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.08696053542580198,0,0,1,0,0,1,1,0,0,0,0.0
1,0,1,1,0.3098591549295775,1,0,1,1,0,1,0,0,0,0.6582089552238807,0.22133048696053542,0,1,0,1,0,0,0,0,0,1,0.0
0,0,0,0,0.02816901408450704,0,0,0,0,0,0,0,0,0,0.0681592039800995,0.007039003000230787,1,0,0,1,0,0,0,0,1,0,0.0
1,0,0,0,0.04225352112676056,0,0,1,0,1,1,0,1,0,0.29850746268656714,0.02116893607200554,1,0,0,1,0,0,0,0,0,1,0.0
1,0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.1213593353334872,0,0,1,0,0,1,0,0,0,1,0.0
1,1,1,0,0.04225352112676056,1,1,1,0,0,0,1,1,1,0.8094527363184079,0.037947149780752365,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.14084507042253522,1,0,0,1,1,1,0,1,1,0.7557213930348259,0.11321255481190862,0,1,0,1,0,0,0,0,1,0,0.0
1,0,1,0,0.014084507042253521,1,0,1,0,0,0,0,1,1,0.43681592039800987,0.010881606277405954,1,0,0,1,0,0,0,0,0,1,0.0
1,0,1,0,0.35211267605633806,1,1,0,1,0,0,0,0,0,0.6074626865671642,0.230440803138703,0,1,0,1,0,0,1,0,0,0,0.0
0,0,1,1,0.323943661971831,1,0,1,0,1,0,0,0,1,0.37810945273631835,0.16564158781444727,1,0,0,0,1,0,0,1,0,0,0.0
1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.020398009950248763,0.026298176782829447,0,0,1,1,0,0,0,0,0,1,0.0
0,1,1,0,0.8309859154929577,1,1,0,0,0,1,1,1,1,0.8034825870646766,0.6922570966997461,0,1,0,1,0,0,0,0,1,0,0.0
1,0,1,1,0.8873239436619719,1,1,1,1,1,1,1,1,1,0.7199004975124377,0.6691264712670205,1,0,0,0,0,1,0,0,0,1,0.0
0,0,1,0,0.9154929577464789,1,0,1,1,1,1,1,1,1,0.673134328358209,0.6434918070620818,1,0,0,0,0,1,1,0,0,0,0.0
1,0,0,0,0.8309859154929577,1,1,0,0,1,0,0,0,1,0.6064676616915423,0.547680590814678,0,1,0,0,1,0,1,0,0,0,0.0
0,0,1,1,0.22535211267605634,1,1,1,0,1,0,1,0,1,0.5184079601990049,0.1364931917839834,1,0,0,0,1,0,1,0,0,0,0.0
0,0,1,1,0.5774647887323944,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.09791137779829218,0,0,1,0,0,1,0,0,0,1,0.0
0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.31741293532338305,0.0036175859681513963,1,0,0,1,0,0,0,0,1,0,0.0
1,0,1,1,0.647887323943662,1,0,0,1,0,1,0,1,0,0.45323383084577107,0.34484768059081466,1,0,0,0,0,1,1,0,0,0,0.0
1,0,1,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.02288557213930348,0.026996307408262175,0,0,1,1,0,0,0,0,0,1,0.0
0,1,1,0,0.971830985915493,1,1,1,1,1,1,1,1,1,0.699502487562189,0.7255596584352643,1,0,0,0,0,1,0,1,0,0,0.0
0,1,0,0,0.9295774647887325,1,1,0,0,1,0,1,1,1,0.827363184079602,0.7872432494807293,0,1,0,1,0,0,0,1,0,0,0.0
1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.6338308457711442,0.007287099007615971,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.08450704225352114,1,0,0,0,0,0,0,0,1,0.508457711442786,0.049884606508192944,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.26218905472636816,0.002977152088622202,1,0,0,1,0,0,0,0,0,1,0.0
0,0,0,0,0.04225352112676056,1,0,0,1,0,1,1,0,1,0.45273631840796014,0.023932610200784674,1,0,0,1,0,0,1,0,0,0,0.0
1,0,1,1,0.9154929577464789,1,1,1,1,1,0,1,1,0,0.9054726368159204,0.8151050080775445,0,1,0,0,0,1,1,0,0,0,0.0
1,0,0,0,0.15492957746478872,1,0,0,1,0,0,0,1,1,0.6601990049751243,0.11522617124394186,0,1,0,1,0,0,0,0,1,0,0.0
1,0,0,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.05868336025848143,0,0,1,0,1,0,0,1,0,0,0.0
0,0,0,0,0.35211267605633806,1,0,0,1,0,0,1,0,1,0.6716417910447761,0.245522732517886,0,1,0,1,0,0,0,0,1,0,0.0
1,0,0,0,0.07042253521126761,1,0,0,0,0,0,1,1,1,0.7248756218905472,0.050369259173782606,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.7887323943661972,1,1,0,0,1,1,1,1,0,0.8925373134328359,0.6867124394184169,0,1,0,0,0,1,0,0,1,0,0.0
0,0,1,0,0.18309859154929578,1,1,0,0,0,0,1,0,1,0.6751243781094527,0.14040503115624278,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,1,0.5774647887323944,1,1,0,0,0,0,0,0,0,0.04676616915422885,0.11486845141933996,0,0,1,0,0,1,0,0,1,0,0.0
0,0,0,0,0.33802816901408456,1,1,0,0,0,0,1,1,1,0.7606965174129353,0.27040156935148857,0,1,0,1,0,0,1,0,0,0,1.0
1,0,1,0,0.8873239436619719,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.13926263558735288,0,0,1,0,0,1,0,1,0,0,0.0
0,0,1,0,0.295774647887324,1,1,0,0,0,0,0,1,1,0.6651741293532337,0.21404338795291947,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.25352112676056343,1,0,0,0,0,0,0,0,1,0.014427860696517386,0.04243018693745673,0,0,1,0,1,0,0,1,0,0,0.0
1,0,1,1,0.8450704225352113,1,1,0,1,0,0,1,1,1,0.8049751243781095,0.6913512577890607,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.295774647887324,1,0,0,0,1,0,1,0,1,0.6840796019900497,0.2113835679667667,0,1,0,1,0,0,1,0,0,0,0.0
0,1,1,0,0.971830985915493,1,1,0,1,1,0,1,1,1,0.8427860696517412,0.8172974844218787,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,1,1,0.6139303482587065,0.11823217170551582,0,1,0,1,0,0,1,0,0,0,0.0
1,0,1,0,0.4225352112676057,1,0,1,0,0,1,0,1,1,0.4552238805970149,0.21831871682437112,1,0,0,0,1,0,0,0,1,0,0.0
1,0,0,0,0.14084507042253522,1,0,0,0,0,0,1,1,1,0.464179104477612,0.0804638818370644,1,0,0,1,0,0,0,0,1,0,0.0
0,0,1,1,0.943661971830986,1,1,0,0,0,0,0,0,0,0.07462686567164178,0.19240133856450498,0,0,1,0,0,1,0,0,0,1,0.0
1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7154228855721393,0.7728652204015694,1,0,0,0,0,1,1,0,0,0,0.0
0,1,0,0,0.9295774647887325,1,1,1,1,1,1,1,1,1,0.9736318407960197,0.902498269097623,0,1,0,0,0,1,0,1,0,0,0.0
1,0,0,0,0.8309859154929577,1,0,1,0,1,1,1,1,1,0.8626865671641791,0.7175109623817216,0,1,0,1,0,0,1,0,0,0,0.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2666666666666666,0.003029079159935379,1,0,0,1,0,0,0,0,0,1,1.0
1,1,0,1,0.0,1,0,0,0,0,0,0,0,1,0.5248756218905473,0.0060235402723286405,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,1,0.8028169014084507,0,0,1,1,1,0,1,0,0,0.31592039800995025,0.3347622894068774,1,0,0,0,1,0,0,0,0,1,0.0
1,1,1,1,0.647887323943662,1,0,0,0,0,0,0,0,0,0.5203980099502488,0.3796965151165474,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.6114427860696517,0.0070274636510500805,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.295774647887324,1,1,1,1,0,0,0,0,0,0.4054726368159204,0.14261481652434804,1,0,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.6619718309859155,1,0,1,0,1,1,0,0,1,0.4189054726368159,0.3320563120240018,1,0,0,0,1,0,0,1,0,0,1.0
1,0,1,0,0.5070422535211268,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.08062543272559428,0,0,1,0,1,0,1,0,0,0,0.0
0,0,0,0,0.16901408450704225,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.027117470574659592,0,0,1,0,1,0,0,0,1,0,0.0
0,0,0,0,0.5915492957746479,1,1,0,0,0,0,0,0,0,0.081592039800995,0.1259231479344565,0,0,1,0,0,1,1,0,0,0,0.0
1,0,0,0,0.07042253521126761,0,0,1,1,1,1,1,1,1,0.4492537313432835,0.03807985229633049,1,0,0,0,0,1,0,0,0,1,0.0
0,0,0,0,0.9859154929577465,0,0,1,1,1,1,1,0,0,0.35522388059701493,0.4465555042695592,1,0,0,0,0,1,1,0,0,0,0.0
1,1,1,1,0.0,1,0,0,0,0,0,0,0,1,0.5074626865671642,0.0058216016616662826,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,1,1.0,1,1,1,1,0,0,1,0,1,0.7646766169154228,0.7874855758135241,0,1,0,0,0,1,0,0,1,0,0.0
1,1,0,0,0.07042253521126761,1,0,1,0,0,0,0,0,1,0.5557213930348258,0.04986152780983153,0,1,0,1,0,0,0,0,1,0,0.0
0,0,1,1,0.15492957746478872,0,0,0,1,0,1,0,0,0,0.17164179104477612,0.04770943918762982,1,0,0,1,0,0,0,0,0,1,0.0
0,0,0,0,0.33802816901408456,1,0,0,0,0,0,0,0,0,0.5243781094527363,0.20177129009923842,0,1,0,1,0,0,0,0,0,1,1.0
1,0,1,0,0.28169014084507044,1,0,0,0,1,1,0,0,0,0.6064676616915423,0.19889799215324258,0,1,0,0,1,0,0,0,1,0,0.0
1,0,1,1,0.07042253521126761,1,0,0,0,0,1,0,0,1,0.3039800995024875,0.03214285714285715,1,0,0,1,0,0,0,0,0,1,0.0
0,0,1,0,0.26760563380281693,1,0,0,0,0,0,1,1,1,0.7039800995024875,0.2078986845141934,0,1,0,1,0,0,0,0,0,1,1.0
0,0,1,0,0.23943661971830985,1,1,1,0,0,0,1,1,1,0.8074626865671642,0.1989556888991461,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.5915492957746479,1,0,0,1,0,1,0,0,0,0.37014925373134333,0.2798811447034387,1,0,0,0,1,0,0,0,1,0,0.0
1,0,1,1,0.47887323943661975,1,1,0,0,0,0,0,0,1,0.07114427860696515,0.1074313408723748,0,0,1,0,0,1,0,1,0,0,0.0
1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.5497512437810945,0.006312024001846296,0,1,0,1,0,0,1,0,0,0,1.0
0,1,1,0,0.4366197183098592,1,1,0,1,1,0,0,1,1,0.7487562189054726,0.34064158781444726,0,1,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0.7183098591549296,0,0,1,1,1,1,1,1,0,0.45422885572139304,0.3826621278559889,1,0,0,0,0,1,0,1,0,0,0.0
0,0,0,0,0.4366197183098592,1,0,0,0,0,0,1,1,1,0.46368159203980097,0.22988114470343873,1,0,0,0,1,0,1,0,0,0,0.0
1,0,1,1,1.0,0,0,1,1,1,1,1,1,1,0.45323383084577107,0.5383683360258482,1,0,0,0,0,1,1,0,0,0,0.0
0,0,0,0,0.7042253521126761,0,0,1,0,0,1,0,1,1,0.2606965174129353,0.24956727440572354,1,0,0,1,0,0,0,1,0,0,0.0
0,0,1,1,0.943661971830986,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.1482171705515809,0,0,1,0,0,1,1,0,0,0,0.0
0,1,1,0,0.09859154929577466,0,0,0,1,1,0,0,1,1,0.24975124378109453,0.04068774521117009,1,0,0,1,0,0,0,0,0,1,0.0
0,0,1,0,0.676056338028169,0,0,0,1,0,0,1,1,0,0.3124378109452736,0.2759173782598661,1,0,0,0,0,1,0,1,0,0,0.0
1,0,1,0,1.0,1,0,1,1,1,1,1,1,0,0.6651741293532337,0.7081237018232172,1,0,0,0,0,1,0,0,0,1,0.0
0,0,0,0,0.11267605633802817,1,1,0,0,0,0,1,1,1,0.7686567164179104,0.09350334641126241,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,0,0.3802816901408451,1,0,1,0,0,0,1,1,1,0.7373134328358208,0.2981883221786291,0,1,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.7464788732394366,1,0,1,0,1,0,1,0,0,0.7119402985074627,0.5363720286175859,0,1,0,1,0,0,0,0,0,1,0.0
0,0,0,0,0.14084507042253522,1,0,0,1,0,0,0,0,1,0.5601990049751243,0.0930013847219017,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,1,0.6901408450704226,1,0,0,0,1,1,1,1,0,0.843781094527363,0.5925109623817216,0,1,0,0,1,0,0,0,0,1,0.0
1,0,1,0,0.9577464788732395,1,1,1,1,1,1,1,1,1,0.9726368159203981,0.9420782367874453,0,1,0,0,0,1,0,0,1,0,0.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5139303482587065,0.0058966074313408735,0,1,0,1,0,0,0,0,1,0,0.0
0,0,1,1,0.943661971830986,1,0,1,1,0,1,0,1,0,0.7646766169154228,0.7690514654973459,0,1,0,0,0,1,1,0,0,0,0.0
0,0,0,1,0.5492957746478874,0,0,1,1,0,1,0,0,0,0.21890547263681592,0.17831179321486268,1,0,0,0,1,0,0,0,0,1,0.0
0,0,1,1,0.4225352112676057,1,1,0,0,0,0,0,0,0,0.07462686567164178,0.08502192476344335,0,0,1,0,0,1,0,0,0,1,0.0
1,1,0,1,0.4507042253521127,1,1,0,1,1,0,1,1,1,0.8666666666666666,0.39767482114008773,0,1,0,1,0,0,1,0,0,0,0.0
0,1,1,0,0.7605633802816901,1,1,0,1,1,1,1,1,1,0.9487562189054725,0.7239672282483268,0,1,0,0,0,1,0,0,1,0,0.0
0,0,1,1,0.943661971830986,1,1,0,0,0,0,0,0,1,0.057213930348258696,0.18987999076852066,0,0,1,0,0,1,1,0,0,0,0.0
1,0,1,1,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.02069005308100623,0,0,1,1,0,0,1,0,0,0,0.0
0,0,1,0,0.9859154929577465,1,0,1,1,1,1,1,1,1,0.6751243781094527,0.6954881144703439,1,0,0,0,0,1,1,0,0,0,0.0
0,0,0,0,0.5492957746478874,1,1,0,1,1,0,1,1,1,0.8398009950248756,0.4718843757212093,0,1,0,1,0,0,0,0,0,1,0.0
1,0,1,1,0.8873239436619719,1,1,0,1,1,0,0,1,1,0.7422885572139303,0.6879702284791138,0,1,0,0,1,0,0,0,1,0,0.0
0,0,1,0,0.7323943661971831,1,1,0,1,0,1,0,1,0,0.7910447761194029,0.5797830602354027,0,1,0,0,1,0,1,0,0,0,0.0
0,1,0,0,0.15492957746478872,1,0,0,1,1,1,0,0,1,0.6522388059701492,0.11665705054234941,0,1,0,1,0,0,0,0,0,1,1.0
0,1,0,0,0.7323943661971831,0,0,0,1,1,0,1,1,1,0.36019900497512436,0.3272270943918763,1,0,0,1,0,0,0,0,1,0,1.0
0,0,1,0,1.0,1,1,1,1,1,0,1,0,1,0.7930348258706468,0.8187687514424187,0,1,0,0,0,1,0,1,0,0,0.0
0,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.1024982690976229,0,0,1,0,0,1,0,0,1,0,0.0
0,0,0,0,0.5492957746478874,1,1,0,0,0,0,0,0,1,0.06318407960199005,0.11021809369951537,0,0,1,0,0,1,0,0,0,1,0.0
0,0,0,0,0.15492957746478872,0,0,1,1,0,1,1,0,1,0.32537313432835824,0.06773021001615509,1,0,0,1,0,0,1,0,0,0,0.0
0,0,0,0,0.11267605633802817,1,0,1,0,0,0,0,0,0,0.5706467661691541,0.07416916685898915,0,1,0,1,0,0,0,0,1,0,0.0
1,0,1,1,0.7042253521126761,1,1,0,0,0,1,0,0,1,0.6218905472636815,0.47289406877452106,0,1,0,1,0,0,0,0,1,0,0.0
0,0,1,1,0.676056338028169,1,0,0,1,1,0,1,0,1,0.7179104477611941,0.5164839603046387,0,1,0,1,0,0,0,1,0,0,0.0
0,1,1,0,0.5633802816901409,1,1,0,0,1,0,1,1,1,0.8114427860696517,0.48932610200784676,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.7746478873239437,1,0,1,0,1,1,0,0,1,0.417910447761194,0.37663858758366026,1,0,0,0,1,0,0,1,0,0,0.0
0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.004258019847680591,0,0,1,1,0,0,0,0,1,0,0.0
0,0,1,0,0.26760563380281693,1,0,1,0,0,1,0,1,1,0.4567164179104478,0.14489383798753752,1,0,0,0,1,0,0,0,0,1,0.0
1,0,1,1,0.35211267605633806,1,0,0,0,0,0,0,0,1,0.019900497512437804,0.05482921763212555,0,0,1,1,0,0,0,1,0,0,0.0
1,0,1,1,0.26760563380281693,1,1,0,1,1,0,1,1,1,0.8716417910447761,0.25627163627971383,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.08450704225352114,1,1,0,0,0,0,0,0,0,0.5691542288557214,0.053306023540272335,0,1,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.08450704225352114,1,1,0,0,0,0,1,1,1,0.7522388059701491,0.0711747057465959,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.7042253521126761,1,0,0,1,1,0,1,1,1,0.8034825870646766,0.579200323101777,0,1,0,1,0,0,0,0,1,0,0.0
